Accesion	Protein Description	Genes	# of Peptides	1-sort	2-sort	3-sort	4-sort		1-unsort	2-unsort	3-unsort	4-unsort
B1AQJ2	Ubiquitin carboxyl-terminal hydrolase 36	Usp36	12	1215240	1239570	979977	1111180		1082990	1014870	939996	1002160
Q8BP40	Lysophosphatidic acid phosphatase type 6	Acp6	15	1505470	1238770	2066050	1653390		1341100	1058150	2225130	1531440
P47934	Carnitine O-acetyltransferase	Crat	22	1187520	1238340	1605510	1273520		1182200	1168760	4547850	1508830
Q61142	Spindlin-1	Spin1	8	1505860	1238130	2123440	1270390		1450600	1622600	1373160	1286070
Q3ULF4	Paraplegin	Spg7	23	1119830	1237910	1379870	1547720		1240630	1035140	1403760	1415270
Q9D7P6	"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial"	Iscu	5	1628100	1237750	1332130	888327		1427260	1345690	1456250	985739
Q9CV28	Ubiquitin carboxyl-terminal hydrolase MINDY-3	MINDY3	6	762172	1232810	1192920	1501930		860393	1295820	1073810	1428470
Q91W61	F-box/LRR-repeat protein 15	Fbxl15	11	941537	1231690	1246980	864685		1160580	1066960	714821	1391520
B2RXC1	Trafficking protein particle complex subunit 11	Trappc11	26	1017470	1231550	1141280	1326090		931881	1137610	1013410	1378670
Q9CX11	rRNA-processing protein UTP23 homolog	Utp23	3	756310	1231180	943304	817333		466390	963178	829327	710221
Q8VCI5	Peroxisomal biogenesis factor 19	Pex19	8	1031660	1230380	536688	371914		408818	1236240	667921	378501
Q9CQE5	Regulator of G-protein signaling 10	Rgs10	6	1328850	1230170	981138	1193650		1326290	1272470	863999	1094490
E9PZM4;P40201	Chromodomain-helicase-DNA-binding protein 2	Chd1;Chd2	9	1563930	1230060	2024400	1820210		1411290	1045540	1754580	1648740
Q8C6B2	Rhotekin	Rtkn	7	904470	1228890	633033	579111		906626	946047	650809	533303
Q8C181	Muscleblind-like protein 2	Mbnl2	2	1770530	1228160	916321	813579		1647560	1470670	790289	1080850
P60824	Cold-inducible RNA-binding protein	Cirbp	5	1296590	1226180	2642950	1937950		1313760	995696	2632920	1714410
Q9Z179	SHC SH2 domain-binding protein 1	Shcbp1	9	949589	1225510	671012	1141870		1003370	1382150	658479	1104910
Q9D3U0	tRNA pseudouridine synthase Pus10	Pus10	16	1194710	1224700	1305510	1248620		1159850	1320200	1229350	1363830
Q9QYR9	"Acyl-coenzyme A thioesterase 2, mitochondrial"	Acot2	7	1247550	1224320	3088750	2484050		1560800	1084140	2952610	2120130
Q9D0V7	Receptor-binding cancer antigen expressed on SiSo cells	Ebag9	1	1494410	1222390	1765050	469822		1411670	330381	1766240	569447
Q8BZA9	"Fructose-2,6-bisphosphatase TIGAR"	Tigar	3	399021	1221940	909747	1219300		594502	878618	3303320	777376
Q8BR63	Protein FAM177A1	Fam177a1	6	1223330	1221310	1040260	924047		1184300	1268070	1134020	994629
Q8R2L5	"28S ribosomal protein S18c, mitochondrial"	Mrps18c	4	1027180	1220720	1807700	1853800		851689	1004460	1520620	2389130
O88393	Transforming growth factor beta receptor type 3	Tgfbr3	7	1101620	1219530	444679	791099		888668	1070950	260397	761155
Q9D6Y7	Mitochondrial peptide methionine sulfoxide reductase	Msra	7	1470400	1219480	913898	1253960		1470150	1435840	1118370	1232710
Q91WK0	Leucine-rich repeat flightless-interacting protein 2	Lrrfip2	11	1428490	1219410	1392730	1319840		1315290	1591430	1262390	1320530
Q80TE0	RNA polymerase II-associated protein 1	Rpap1	18	1150290	1219200	811055	1500890		1277060	1156240	771685	1597060
P51175	Protoporphyrinogen oxidase	Ppox	12	1138900	1219020	1541780	1491230		1300180	1288160	1460940	1509740
P52912	Nucleolysin TIA-1	Tia1	9	723879	1217220	1370100	1693080		961512	1406640	1215640	1876800
Q9CQ85	Mitochondrial import inner membrane translocase subunit Tim22	Timm22	3	1094910	1216300	2250550	1374620		1109340	1235370	1385940	1817650
O35309	N-myc-interactor	Nmi	6	1860410	1216170	1498190	995293		1471240	1433060	1816750	898940
O35988	Syndecan-4	Sdc4	3	533285	1215150	417292	695187		952443	1539500	1478340	1082780
Q8BKT8	HAUS augmin-like complex subunit 7	Haus7	12	1312050	1214530	1258740	1110360		1272370	1652660	966533	1185200
A2ALW5	DnaJ homolog subfamily C member 25	Dnajc25	7	1067760	1213910	556536	779819		973603	985135	728648	740407
Q06138;Q9DB16	Calcium-binding protein 39	Cab39;Cab39l	3	1112070	1213110	1166100	1145220		1026510	1591890	1374140	1179620
Q0KL02	Triple functional domain protein	Trio	62	952113	1212320	1270200	1687560		1038060	1169060	1247990	1595350
O35495	Cyclin-dependent kinase 14	Cdk14	14	1274770	1211980	1501510	1326050		1359490	1347190	1319500	1342870
E9Q4N7	AT-rich interactive domain-containing protein 1B	Arid1b	29	1783630	1211500	1948890	1315630		1534580	1615150	1529430	1293840
Q3U0K8	Prolyl 3-hydroxylase OGFOD1	Ogfod1	15	952206	1207460	834477	1158810		812691	898539	824891	1088750
Q8R2Y3	Dolichol kinase	Dolk	4	740616	1206800	1192490	1007540		797265	950813	771311	1094370
B9EJ86;Q9ER64	Oxysterol-binding protein-related protein 8	Osbpl5;Osbpl8	2	472994	1206020	792001	1318790		1177080	1151180	606422	1706810
Q61048	WW domain-binding protein 4	Wbp4	7	1298370	1205920	1389320	1507410		1156110	1194790	1052970	1472220
Q8BTE5	Protein CEBPZOS	Cebpzos	3	1631610	1205800	1114510	1296010		1503490	983283	1140660	1317240
Q8C180	Fibroblast growth factor receptor substrate 2	Frs2	7	1196870	1205690	1148330	1332190		1200400	1029180	1693680	948097
A2AKG8	Focadhesin	Focad	29	1290800	1205340	1297960	1377490		1287390	1239240	1138860	1339270
Q9D2N9	Vacuolar protein sorting-associated protein 33A	Vps33a	16	832817	1205100	908395	1143040		733333	1195720	799665	1222610
Q8VCP8	Adenylate kinase isoenzyme 6	Ak6	2	406015	1204430	1017670	1800600		1213280	1444780	715593	2250940
Q9Z103	Activity-dependent neuroprotector homeobox protein	Adnp	34	1713720	1204310	1352640	1176350		1496330	1257650	1331290	1097690
Q8BFT2	HAUS augmin-like complex subunit 4	Haus4	11	1185020	1204300	1460700	1517280		1339000	1026060	1215740	1422700
A2A791	Zinc finger MYM-type protein 4	Zmym4	25	1511620	1204090	1489460	1330410		1427970	1330890	1099810	1117850
P58404;Q9ERG2	Striatin-4	Strn3;Strn4	1	1597770	1203170	1344680	274188		1554340	1502750	447791	846262
P28653;P28654	Biglycan	Bgn;Dcn	1	300775	1202970	543135	671862		420207	695471	1295140	417417
Q8VE18	Protein SMG8	Smg8	17	983416	1202610	1171690	1214960		1133690	1381590	1031110	1225170
Q9R1K9	Centrin-2	Cetn2	8	1511720	1202510	1094640	1655920		900320	1477440	1226700	1572630
Q8BGQ1	Spermatogenesis-defective protein 39 homolog	Vipas39	10	576675	1201960	1158710	1338240		697601	1005070	783011	1320060
P15307;Q9WTK5	Proto-oncogene c-Rel	Nfkb2;Rel	1	1103990	1201860	565056	627776		1169960	1063860	476986	715919
E9Q238	KN motif and ankyrin repeat domains 1	Kank1	6	1270720	1200960	1141250	888495		1351680	1061760	887310	1423610
Q9CYF5	RCC1-like G exchanging factor-like protein	Rcc1l	12	833982	1200590	1463700	1725780		759706	1003920	1203490	1256370
A2A654	Bromodomain PHD finger transcription factor	Bptf	39	1267920	1200060	1503540	1329300		1066670	1348340	1204470	1213370
Q61069	Upstream stimulatory factor 1	Usf1	3	1526860	1199770	858804	801251		898065	1156410	661301	742926
Q9EPL4	Protein-L-histidine N-pros-methyltransferase	Mettl9	6	802585	1198870	1107740	1049370		858477	1315830	813784	999614
Q9D8L5	Coiled-coil domain-containing protein 91	Ccdc91	16	932437	1198450	1367310	1347340		925793	1103930	1214320	1463970
Q810U5	Coiled-coil domain-containing protein 50	Ccdc50	7	1415100	1198400	1299850	1575480		1478480	1436760	1561430	1293160
Q6P073	Ubiquitin-conjugating enzyme E2 J2	Ube2j2	2	1111470	1198370	600022	627015		890417	645136	374795	643037
Q8VE95	UPF0598 protein C8orf82 homolog		4	978516	1198330	1210840	619258		1028410	979811	1468710	849553
O09159	Lysosomal alpha-mannosidase	Man2b1	15	1134110	1198310	1248690	1589390		1206920	1101950	1190070	1528140
Q78T54	Vacuolar ATPase assembly integral membrane protein Vma21	Vma21	3	2502150	1197700	2710060	1797290		2622620	2140560	1946450	1821670
A2BH40	AT-rich interactive domain-containing protein 1A	Arid1a	35	1630960	1196390	1517100	1682640		1547120	1192260	1374060	1394140
Q8R0J7	Vacuolar protein sorting-associated protein 37B	Vps37b	12	926894	1195870	777475	1199130		802420	1319230	510773	790741
P35761	Dual specificity protein kinase TTK	Ttk	7	935779	1195540	480707	1455090		889321	1351560	485975	1279640
Q8R3W5	tRNA-splicing endonuclease subunit Sen15	Tsen15	3	2448310	1194900	1861690	1007450		1914770	1938170	1574760	1400780
A2AIV2	Protein virilizer homolog	Virma	33	1097580	1194680	1383270	1405500		1006600	1025550	1113440	1272070
Q4VC33	E3 ubiquitin-protein transferase MAEA	Maea	14	1324490	1194240	1200050	925307		1068700	1086490	704436	846062
Q9EQX4	Allograft inflammatory factor 1-like	Aif1l	6	929330	1193140	670558	1687870		1016380	1218230	795624	1412290
Q922X9	Protein arginine N-methyltransferase 7	Prmt7	14	1702530	1193090	1641850	1490760		1897890	1394770	1270900	1399630
Q7TSE6	Serine/threonine-protein kinase 38-like	Stk38l	6	1029510	1192810	1138720	1537460		904625	1068700	1084300	1511520
Q3U4G3	Xyloside xylosyltransferase 1	Xxylt1	9	966845	1192450	1789780	2702460		1126120	1052760	1312750	1937750
Q9WVF7	DNA polymerase epsilon catalytic subunit A	Pole	39	1136930	1191630	710999	1372990		1012740	1119930	677603	1176370
Q9WTS2	"Alpha-(1,6)-fucosyltransferase"	Fut8	4	1006110	1190980	570520	660638		882728	556983	305589	728846
G3X9K3	Brefeldin A-inhibited guanine nucleotide-exchange protein 1	Arfgef1	35	1054630	1190900	1364810	1453410		1068640	1080300	1248290	1353020
A2A4P0	ATP-dependent RNA helicase DHX8	Dhx8	35	924144	1190810	1060190	1181400		932374	1055640	759052	889327
Q8R0S2	IQ motif and SEC7 domain-containing protein 1	Iqsec1	16	1222380	1190660	1036510	1166560		1160640	1160620	876450	1123580
O55236	mRNA-capping enzyme	Rngtt	14	1164730	1190600	1323820	1861640		1134700	981378	1424170	1503700
Q9JJG9	Nitric oxide-associated protein 1	Noa1	18	1464300	1189850	1725460	1652350		1177080	1279960	1379130	1477910
Q9QWL7	"Keratin, type I cytoskeletal 17"	Krt17	14	299410	1188820	1465650	1268330		519136	1.49E+07	243758	3091110
P31750;Q60823	RAC-alpha serine/threonine-protein kinase	Akt1;Akt2	1	1022030	1188220	1057980	754640		1309460	699554	864247	1024220
Q76LS9	Ubiquitin carboxyl-terminal hydrolase MINDY-1	Mindy1	6	1254640	1188200	1064410	1111430		1063200	1455820	581976	1121530
Q62511	E3 ubiquitin-protein ligase ZFP91	Zfp91	8	1117840	1187920	1485030	1181150		1383080	1382130	1447940	1174570
P48725	Pericentrin	Pcnt	59	1292990	1186940	1104940	1231730		1259050	1258470	915869	1044220
Q9R0X0	Mediator of RNA polymerase II transcription subunit 20	Med20	7	1329010	1184530	784652	1102620		1251080	1187530	757165	965458
Q8BQZ4	Ral GTPase-activating protein subunit beta	Ralgapb	15	699061	1183130	1409190	1687520		775290	1027680	1462410	1554170
P70206;P70208	Plexin-A1	Plxna1;Plxna3	3	981240	1182550	1408690	1560940		1054630	1213010	1500890	1756650
Q6ZQ03	Formin-binding protein 4	Fnbp4	13	1297950	1182300	1452200	1319570		974380	1147250	1162500	1081200
Q3ULA2;Q5SRY7	F-box/WD repeat-containing protein 1A	Btrc;Fbxw11	8	1161510	1181350	862099	819003		1108620	1372050	918003	1115640
Q8VCL2	"Protein SCO2 homolog, mitochondrial"	Sco2	5	971803	1181050	783725	1088780		977536	1139160	759515	1253020
Q60778	NF-kappa-B inhibitor beta	Nfkbib	6	2306700	1180890	2297390	815902		3086420	2730210	1571210	1184810
Q8R3F5	"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial"	Mcat	13	1352900	1179730	1856440	1461220		1282810	1119360	1640820	1523410
Q9WUU9	Germinal-center associated nuclear protein	Mcm3ap	17	1354690	1179320	1680580	1426600		1003160	1247620	1302650	1378600
P69566	Ran-binding protein 9	Ranbp9	18	1328400	1178990	1224730	1200790		1203180	1284250	955340	1249690
Q8BY02	NF-kappa-B-repressing factor	Nkrf	21	1410440	1177420	1196790	1221860		1120140	1057950	1109770	1022160
O08739	AMP deaminase 3	Ampd3	20	842054	1176420	1750100	2508730		931073	1088650	1452980	2778090
Q9D9Z1	Small kinetochore-associated protein	Knstrn	5	870263	1175760	460273	419954		925360	937139	348209	767590
Q5I1X5	RelA-associated inhibitor	Ppp1r13l	18	1388710	1174900	946202	1057960		1423340	1427570	1005670	1206610
Q8BLI4	Dermatan-sulfate epimerase	Dse	6	991009	1174810	1083790	868640		1079910	974306	975238	814623
Q6P4T0	Autophagy-related protein 2 homolog A	Atg2a	26	955918	1174600	956383	1284020		981631	1081920	876124	1037750
Q8C0D0	Probable tRNA pseudouridine synthase 1	Trub1	10	1015710	1174430	1000870	1039030		991319	1199080	853131	1139280
Q60974	Nuclear receptor corepressor 1	Ncor1	30	1087480	1174340	1142420	1077510		1054020	1195280	945041	1031760
Q9Z321	DNA topoisomerase 3-beta-1	Top3b	23	1277960	1172130	1490370	1210660		1447480	1046210	1406000	1489080
Q8CES0	N-alpha-acetyltransferase 30	Naa30	6	884926	1170960	1163600	1216770		1156400	1000290	901926	1235520
Q80WG5	Volume-regulated anion channel subunit LRRC8A	Lrrc8a	16	1162670	1169640	994398	1103030		1121920	1022460	961901	1036170
Q3TQI7	Telomere length and silencing protein 1 homolog		10	1031800	1168510	976198	1156020		1104940	1095890	709791	879025
P54797	Transport and Golgi organization 2 homolog	Tango2	4	801673	1167760	1104030	828385		924121	1052750	647735	896743
Q8C1Y8	Vacuolar fusion protein CCZ1 homolog	Ccz1	10	942836	1166220	1181140	1263220		1065920	1240680	1160310	1414700
Q8C4B4	Protein unc-119 homolog B	Unc119b	8	1414070	1166020	1710970	1273390		1342990	1393060	1507440	857810
Q99L27;Q9DCZ1	GMP reductase 2	Gmpr;Gmpr2	2	2691920	1165280	2371820	2035990		2585970	2445920	3239690	2125000
Q14BA6	Mesenteric estrogen-dependent adipogenesis protein	Medag	9	1006710	1164210	1015730	1482770		1139640	1026060	786557	1547100
Q3UHX0	Nucleolar protein 8	Nol8	21	1085600	1163400	1703050	1521830		1110790	1088050	1230970	1396280
Q99J10	Cytoplasmic tRNA 2-thiolation protein 1	Ctu1	8	944813	1163210	690200	745807		1028150	1180080	681270	1047180
B2RY04	Dedicator of cytokinesis protein 5	Dock5	42	1183810	1162230	1298960	1308080		1058210	1169620	962944	1410210
Q7TSS2	Ubiquitin-conjugating enzyme E2 Q1	Ube2q1	7	1221710	1162030	1220550	1584740		1467170	1212930	1035850	1729550
O35566	CD151 antigen	Cd151	5	1131720	1161820	1080040	1092280		1175750	1035550	777783	893988
Q9WU42	Nuclear receptor corepressor 2	Ncor2	37	1290070	1161750	1397830	1346170		1214110	1275810	1410380	1176500
Q9CX97	WD repeat-containing protein 55	Wdr55	10	1075350	1160430	1040290	1333480		1151610	1105070	883326	933648
Q99MR3	Solute carrier family 12 member 9	Slc12a9	9	772943	1160140	993032	1237490		808988	870051	1032510	1360590
Q9JLQ2	ARF GTPase-activating protein GIT2	Git2	17	1386710	1159240	1237220	1159950		1322980	1485880	1026370	1122570
Q7TMW6	Cytosolic iron-sulfur assembly component 3	Ciao3	11	1055080	1159050	1335090	1534440		1307140	1162180	1375230	1719750
Q8BG17	Nucleolar protein 12	Nol12	6	964151	1158860	924984	1049090		404137	1021350	807607	743887
Q9CY52	Probable tRNA(His) guanylyltransferase	Thg1l	6	1136380	1158340	1022370	1113420		1154620	1143730	906262	859340
Q8K2Z2	Pre-mRNA-processing factor 39	Prpf39	14	1081090	1156920	1561850	1772550		1192380	1581880	1421450	1801030
Q8VIJ8	GATOR complex protein NPRL3	Nprl3	4	934278	1156160	1019260	703383		755587	1243630	629772	745694
Q920V1	"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1"	B3galnt1	9	1225120	1155900	830526	1349900		668647	911245	639532	1117940
Q9Z207	Protein diaphanous homolog 3	Diaph3	16	583496	1155430	659303	1208770		806181	1383130	661807	1170410
O08832;Q6PB93	Polypeptide N-acetylgalactosaminyltransferase 4	Galnt2;Galnt4	1	817880	1153800	1672990	1508300		1035160	648051	1511940	1456690
Q65Z40	Wings apart-like protein homolog	Wapl	30	1699750	1153290	2006580	1499180		1582780	1368480	1472940	1363160
Q9CQY7	Monocyte to macrophage differentiation factor	Mmd	1	1204430	1152970	996308	2129770		991186	1253470	750016	2178230
Q8CBE3	WD repeat-containing protein 37	Wdr37	12	1036180	1152330	1489340	1380580		940304	1271390	1607230	1482540
Q9DCS2	Methyltransferase-like 26	Mettl26	5	969541	1151900	1423930	598922		900148	941447	897688	1093260
Q920I9	WD repeat-containing protein 7	Wdr7	17	846464	1150920	1119600	1363560		839802	1000640	985336	1438460
Q8K305	Kinetochore-associated protein NSL1 homolog	Nsl1	5	1156420	1149840	1221630	1152630		1408620	1033970	1177370	1014280
Q9JKN6	RNA-binding protein Nova-1	Nova1	12	1376890	1149780	1131590	1083680		1414780	1524370	1035010	1128270
P28652;Q923T9	Calcium/calmodulin-dependent protein kinase type II subunit beta	Camk2b;Camk2g	5	1113720	1149020	1167960	574248		904642	1118600	1658590	875114
P33175;Q61768	Kinesin heavy chain isoform 5A	Kif5a;Kif5b	3	1041490	1149020	297880	528572		1163490	868819	596537	511483
P58802	TBC1 domain family member 10A	Tbc1d10a	9	924875	1148910	946333	831730		1156840	1055830	923183	1268540
Q7TPM1	Protein PRRC2B	Prrc2b	22	790102	1148910	677983	1433800		780082	1267330	660953	1528460
Q9JKJ9	24-hydroxycholesterol 7-alpha-hydroxylase	Cyp39a1	8	864684	1147730	1430240	1927380		768506	926277	1300850	1991060
Q9JMH9	Unconventional myosin-XVIIIa	Myo18a	54	971337	1147470	1453680	1115450		1102520	1183940	1656330	1193550
Q3UJU9	Regulator of microtubule dynamics protein 3	Rmdn3	11	1613440	1146920	1647010	1565520		1338380	1199010	1535820	1695060
Q9Z1J3	"Cysteine desulfurase, mitochondrial"	Nfs1	15	1330470	1146770	1583510	1310110		1340290	1219550	1706370	1507200
Q6ZQ11	Chondroitin sulfate synthase 1	Chsy1	5	757310	1146730	480153	587395		909421	897702	405613	665508
Q80YV4	4'-phosphopantetheine phosphatase	Pank4	19	1261550	1146180	1337090	1369860		1222590	1182920	1574120	1584380
Q91XU0	ATPase WRNIP1	Wrnip1	15	1197320	1144480	1603150	1662410		1339790	1123460	1553370	1745810
P58404	Striatin-4	Strn4	16	1564760	1144370	1624610	1452610		1580630	1460820	1391060	1373200
P61967;Q9DB50	AP-1 complex subunit sigma-1A	Ap1s1;Ap1s2	2	1001620	1143770	992370	948908		1085480	1182140	937253	922893
Q9WV30	Nuclear factor of activated T-cells 5	Nfat5	16	1072550	1143590	756153	934290		858043	918987	617999	820193
Q91WE6	Threonylcarbamoyladenosine tRNA methylthiotransferase	Cdkal1	8	1037810	1142120	1302020	1208730		688991	950757	1002040	1402190
Q6PF93	Phosphatidylinositol 3-kinase catalytic subunit type 3	Pik3c3	14	1158630	1141110	1231980	1531950		1201100	1351530	1148440	1654740
Q99J25	"rRNA methyltransferase 1, mitochondrial"	Mrm1	3	751365	1139860	1090520	491600		922630	783731	1123730	663420
Q8VHL1	Histone-lysine N-methyltransferase SETD7	Setd7	6	1244350	1139790	1270860	1397070		1265990	1097420	1375820	1649110
O35730	E3 ubiquitin-protein ligase RING1	Ring1	5	1093930	1139370	1415460	1312310		1167020	1057040	1074520	1098250
Q8BZX4	Splicing regulatory glutamine/lysine-rich protein 1	Srek1	7	548707	1139320	2053420	1834610		658720	883276	1965750	1725610
P60605	Ubiquitin-conjugating enzyme E2 G2	Ube2g2	5	1412010	1138940	1734820	1105870		1581470	1475560	1167190	1639640
Q99K74	Mediator of RNA polymerase II transcription subunit 24	Med24	18	1105810	1138790	1418240	1780750		1045780	1004160	1400500	1506920
B1AZA5	Transmembrane protein 245	Tmem245	8	1666980	1137610	1738930	1482370		1360580	1197260	1238330	1638220
Q9WUV0	Origin recognition complex subunit 5	Orc5	8	969386	1137300	1450150	1754430		1051670	1034310	1119040	1615190
P50295	Arylamine N-acetyltransferase 2	Nat2	10	957666	1137200	952321	1097630		914389	983088	768259	1231950
Q7TQJ1	MARVEL domain-containing protein 1	Marveld1	2	452982	1136880	973810	658170		745412	517566	810634	603596
Q7TNS2	MICOS complex subunit Mic10	Micos10	1	1386090	1136610	2070300	2179590		1390220	1299100	2100020	2158780
O88643;Q8CIN4	Serine/threonine-protein kinase PAK 1	Pak1;Pak2	1	867915	1136580	2428500	1775430		761325	805907	1819710	1835270
Q99MU3	Double-stranded RNA-specific adenosine deaminase	Adar	14	1040010	1135210	1095390	1579720		1092370	1389630	1112100	1508880
P41778	Pre-B-cell leukemia transcription factor 1	Pbx1	5	1788110	1134570	1815060	1516370		1734220	1749930	1572350	1298920
Q9JJL8	"Serine--tRNA ligase, mitochondrial"	Sars2	17	1632370	1133750	1601030	1123360		1237870	1332230	1312660	1199270
